boosting_rounds,wrmsse,mae,rmse,actual_mean,prediction_mean,minimum_prediction,maximum_prediction,non_finite_predictions,negative_predictions,prediction_rows,evaluation_seconds,fold,demand_type,stage,fit_train_end,validation_start,validation_end
950,1.01389027207205,0.6326803307985414,1.1377001074882405,0.7685714285714286,0.57965431966527,8.916539627534803e-06,9.465618133544922,0,0,5600,0.5435218000784516,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
1000,1.0217926813754006,0.6340370382420553,1.1441580971820329,0.7685714285714286,0.5769132436461084,6.642198059125803e-06,9.678959846496582,0,0,5600,0.5172097999602556,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
1100,1.0329352228451274,0.6330605025532194,1.1423716289217325,0.7685714285714286,0.5721663114639497,3.67172947335348e-06,9.989729881286621,0,0,5600,0.5229591000825167,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
1200,1.0367973199686902,0.6338874523481024,1.1436793723286547,0.7685714285714286,0.5697773797254332,1.9728900042537134e-06,9.872121810913086,0,0,5600,0.5303964000195265,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
1300,1.0581226293098194,0.6364913237595455,1.1524920256304865,0.7685714285714286,0.562011550381562,1.7045939557647216e-06,10.204339027404785,0,0,5600,0.544375600060448,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
1400,1.0613013728348573,0.6353018090523356,1.1520005390893733,0.7685714285714286,0.5604822928645519,1.4061097317608073e-06,9.328493118286133,0,0,5600,0.5328589000273496,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
1500,1.0783865396419925,0.6344788087624421,1.1579221858866044,0.7685714285714286,0.5555100158377888,6.970273602746602e-07,10.612455368041992,0,0,5600,0.5666740001179278,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
25,1.4693589353711585,1.5903548768482039,2.9787442828880737,1.7116071428571429,1.2303849329373666,0.1953769028186798,5.510268211364746,0,0,5600,0.47899989993311465,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
50,1.4545302711891652,1.5302359952491575,2.8693777706866923,1.7116071428571429,1.2263352400550087,0.061652202159166336,10.223869323730469,0,0,5600,0.48869939986616373,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
75,1.369942860764085,1.5238248122676408,2.8168189153593963,1.7116071428571429,1.299570782575091,0.04067051410675049,12.763236045837402,0,0,5600,0.49638830008916557,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
100,1.3107206493272878,1.5246110012495357,2.7958597776234493,1.7116071428571429,1.3448861478275753,0.03537614643573761,13.725255966186523,0,0,5600,0.49967369996011257,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
125,1.266188589532272,1.5261611816626308,2.786208163316181,1.7116071428571429,1.3828270083998464,0.027666380628943443,14.077422142028809,0,0,5600,0.5095529998652637,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
150,1.2366117132284744,1.5265061661621024,2.7784138794555644,1.7116071428571429,1.4077564251163441,0.025385694578289986,15.282806396484375,0,0,5600,0.4994369000196457,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
175,1.200824367174833,1.5330568951953734,2.7778406834321703,1.7116071428571429,1.4475465059400137,0.020823996514081955,15.197832107543945,0,0,5600,0.4872539001516998,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
200,1.1870255289668006,1.540894850518754,2.788682760769472,1.7116071428571429,1.4681568548765167,0.01852254942059517,15.438488006591797,0,0,5600,0.48685380001552403,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
250,1.1618521926633685,1.544424117372837,2.7939116076851187,1.7116071428571429,1.4930156748958066,0.015597962774336338,16.089935302734375,0,0,5600,0.4961583998519927,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
300,1.1115063108154664,1.5549778775795962,2.8014149519551523,1.7116071428571429,1.5388703566239148,0.01139210257679224,18.244895935058594,0,0,5600,0.4968195999972522,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
350,1.0887706971512219,1.561743633485998,2.80424671264251,1.7116071428571429,1.5697802591333831,0.008618524298071861,19.483980178833008,0,0,5600,0.4980780000332743,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
360,1.0892977140273576,1.5646603278464837,2.8081574941812,1.7116071428571429,1.5750050137656009,0.008459285832941532,18.124380111694336,0,0,5600,0.5130139000248164,3,lumpy,refined,2016-01-31,2016-02-01,2016-02-28
370,1.0832357802120185,1.5649796146070418,2.8069645983683036,1.7116071428571429,1.5824085834965809,0.00774408457800746,19.927715301513672,0,0,5600,0.5220839001704007,3,lumpy,refined,2016-01-31,2016-02-01,2016-02-28
380,1.0700611524501311,1.579264910246046,2.8496938995352976,1.7116071428571429,1.6055914346125375,0.007764757610857487,20.437971115112305,0,0,5600,0.5180780999362469,3,lumpy,refined,2016-01-31,2016-02-01,2016-02-28
390,1.0645401056702517,1.5804881142167972,2.85080371727262,1.7116071428571429,1.6121924087633046,0.006492407992482185,20.445589065551758,0,0,5600,0.5001311998348683,3,lumpy,refined,2016-01-31,2016-02-01,2016-02-28
400,1.0655273941920953,1.5776748362158626,2.8453811215083435,1.7116071428571429,1.612558716378574,0.005641231779009104,20.14879608154297,0,0,5600,0.5196633997838944,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
410,1.069695381441035,1.5769687340719558,2.843471592563426,1.7116071428571429,1.6055189960641187,0.005287813022732735,18.786819458007812,0,0,5600,0.5003758000675589,3,lumpy,refined,2016-01-31,2016-02-01,2016-02-28
420,1.0680217908117822,1.5726218461620323,2.8227033646936297,1.7116071428571429,1.6050291295423604,0.004151403903961182,20.923282623291016,0,0,5600,0.5067545999772847,3,lumpy,refined,2016-01-31,2016-02-01,2016-02-28
430,1.0778469572108647,1.5756219909838651,2.827988805386432,1.7116071428571429,1.5959437278125552,0.0034598761703819036,19.513471603393555,0,0,5600,0.5237471999134868,3,lumpy,refined,2016-01-31,2016-02-01,2016-02-28
440,1.0752884403986493,1.5848066917870893,2.858494096409178,1.7116071428571429,1.6084619117247971,0.003348272293806076,19.579788208007812,0,0,5600,0.5040682000108063,3,lumpy,refined,2016-01-31,2016-02-01,2016-02-28
450,1.0766787067061379,1.5850625766926845,2.858003432663641,1.7116071428571429,1.6083409430597178,0.003897286020219326,19.57927894592285,0,0,5600,0.5304596999194473,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
500,1.0816443535128115,1.5836839408960908,2.864452200622812,1.7116071428571429,1.59853745340432,0.002017002319917083,20.79471778869629,0,0,5600,0.5217755001503974,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
550,1.0897798388306763,1.5894939829769283,2.878793727874738,1.7116071428571429,1.603352282379232,0.0005098826950415969,21.6574764251709,0,0,5600,0.5284321999642998,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
600,1.0958460571572388,1.5888984271051232,2.8901663913981546,1.7116071428571429,1.5905639909663347,0.0004177257651463151,20.992828369140625,0,0,5600,0.5211492998059839,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
650,1.0670661304574984,1.6017940434774833,2.917821457315348,1.7116071428571429,1.6167855446057053,0.0003492010582704097,21.910188674926758,0,0,5600,0.5141078000888228,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
700,1.0739279642386084,1.6021460999929409,2.928768705839558,1.7116071428571429,1.6106543992344529,0.00023453753965441138,21.67963409423828,0,0,5600,0.5130980000831187,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
750,1.0826996773911373,1.5995979095497284,2.9338479609950916,1.7116071428571429,1.5883959057367663,0.00016609407612122595,21.91033935546875,0,0,5600,0.5200058999471366,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
800,1.1037842433173828,1.598240928723813,2.9461425311932796,1.7116071428571429,1.5657398407409735,0.00013319231220521033,23.969635009765625,0,0,5600,0.5139501998201013,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
850,1.128791606654348,1.6021033962820976,2.954007787076817,1.7116071428571429,1.541377432645577,0.0001182221676572226,21.408748626708984,0,0,5600,0.5355650999117643,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
900,1.1378831861779126,1.5931401420042441,2.9362671536632834,1.7116071428571429,1.525991649373739,9.34540294110775e-05,21.163999557495117,0,0,5600,0.5404318999499083,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
950,1.150875749094635,1.599352695633049,2.9486732707969843,1.7116071428571429,1.5220944472220812,8.232971595134586e-05,20.51012420654297,0,0,5600,0.5225857999175787,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
1000,1.1705941805760882,1.5964550521557184,2.9523371678911374,1.7116071428571429,1.5004779647268294,5.749897536588833e-05,22.049198150634766,0,0,5600,0.5324864001013339,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
1100,1.2020917917384855,1.59291703128716,2.9449943789053465,1.7116071428571429,1.4615517860931335,4.881624772679061e-05,21.7813777923584,0,0,5600,0.5204645998310298,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
1200,1.2152991832448559,1.5830248868910881,2.9289199578859675,1.7116071428571429,1.434679984492129,1.8884184100897983e-05,21.668100357055664,0,0,5600,0.5440048000309616,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
1300,1.2249742165049313,1.5812590128086854,2.935567119741443,1.7116071428571429,1.4128953629607655,1.374284693156369e-05,19.036209106445312,0,0,5600,0.5197433000430465,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
1400,1.2562769647637717,1.5804783203334247,2.961684883185683,1.7116071428571429,1.3977694971294676,1.0776242561405525e-05,20.17409324645996,0,0,5600,0.541719000088051,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
1500,1.2460980654489588,1.5860264450639991,2.9548553320414976,1.7116071428571429,1.4105807695304673,7.803891094226856e-06,19.439903259277344,0,0,5600,0.5721298998687416,3,lumpy,coarse,2016-01-31,2016-02-01,2016-02-28
25,1.0500418458110548,3.603725972452334,6.777919126635173,6.122142857142857,5.0594427722053865,0.7412441968917847,23.59243392944336,0,0,5600,0.45767929987050593,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
50,0.9049191764800576,2.998573958461306,5.253502476004992,6.122142857142857,5.078266407520111,0.17707979679107666,41.496360778808594,0,0,5600,0.47631900012493134,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
75,0.812793082352882,2.772381585494482,4.573261658467063,6.122142857142857,5.243625379160845,0.09473852068185806,51.00910949707031,0,0,5600,0.5095202999655157,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
100,0.7757506383823174,2.710335646725393,4.413976220752899,6.122142857142857,5.322788420006899,0.0580025352537632,54.85707473754883,0,0,5600,0.603441699873656,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
125,0.7303427594773029,2.6792383308485817,4.344175695807471,6.122142857142857,5.427091530517875,0.030977075919508934,58.10942459106445,0,0,5600,0.49961689999327064,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
150,0.7005879658961406,2.667197464306706,4.316885100224792,6.122142857142857,5.504217262476948,0.019762353971600533,59.14870834350586,0,0,5600,0.5073576001450419,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
175,0.6894697613864487,2.664516329289015,4.308255391082891,6.122142857142857,5.539482687554721,0.017252927646040916,59.541282653808594,0,0,5600,0.5060795000754297,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
200,0.6740146963284447,2.6554492213166254,4.292452558976358,6.122142857142857,5.586146538514544,0.011981548741459846,60.01639938354492,0,0,5600,0.48097959998995066,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
250,0.6573348083820203,2.644666452085533,4.26813868543497,6.122142857142857,5.638635072790286,0.004064488224685192,60.466495513916016,0,0,5600,0.5042733999434859,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
300,0.6487755125005994,2.640283979710075,4.257117737067557,6.122142857142857,5.670442883468516,0.0023244486656039953,60.35818099975586,0,0,5600,0.5026597001124173,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
350,0.626976688217581,2.6444503274852678,4.248138661102341,6.122142857142857,5.77021059131782,0.0017562734428793192,61.07304382324219,0,0,5600,0.4934714001137763,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
360,0.6260210304730626,2.6440356894426387,4.248228028455781,6.122142857142857,5.7734080102245,0.0014495179057121277,61.06943130493164,0,0,5600,0.5042377999052405,3,smooth,refined,2016-01-31,2016-02-01,2016-02-28
370,0.6250909735350092,2.646650548242116,4.25033941582442,6.122142857142857,5.785948970429683,0.001141423243097961,60.69340133666992,0,0,5600,0.5097952999640256,3,smooth,refined,2016-01-31,2016-02-01,2016-02-28
380,0.6240405968897378,2.645644112059963,4.24699908853009,6.122142857142857,5.784294071421942,0.0011330198030918837,60.7334098815918,0,0,5600,0.45804250007495284,3,smooth,refined,2016-01-31,2016-02-01,2016-02-28
390,0.6214547380506571,2.642503843794423,4.240845379595888,6.122142857142857,5.798225430279417,0.001014192122966051,60.662960052490234,0,0,5600,0.4900948000140488,3,smooth,refined,2016-01-31,2016-02-01,2016-02-28
400,0.6197447709159013,2.640432453473872,4.23890661120179,6.122142857142857,5.808604175181369,0.0009159238543361425,60.745140075683594,0,0,5600,0.5006691999733448,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
410,0.6223123531058937,2.641320887774969,4.235809198816207,6.122142857142857,5.797319727138425,0.0008900403045117855,60.79269027709961,0,0,5600,0.49224319984205067,3,smooth,refined,2016-01-31,2016-02-01,2016-02-28
420,0.6231529163338776,2.6373620636876045,4.231716522602861,6.122142857142857,5.787706468510618,0.0007967104320414364,60.82238006591797,0,0,5600,0.501648599980399,3,smooth,refined,2016-01-31,2016-02-01,2016-02-28
430,0.6234250176191872,2.641932180493095,4.23904667763424,6.122142857142857,5.793558314007397,0.0006398909608833492,60.78118133544922,0,0,5600,0.5138962999917567,3,smooth,refined,2016-01-31,2016-02-01,2016-02-28
440,0.6225840834927936,2.6407236063966413,4.236712740879693,6.122142857142857,5.795468432387778,0.0006261382368393242,60.847503662109375,0,0,5600,0.5130123998969793,3,smooth,refined,2016-01-31,2016-02-01,2016-02-28
450,0.6212074359384212,2.6385995776515485,4.234954623944842,6.122142857142857,5.797455247724751,0.0005572654772549868,60.84782028198242,0,0,5600,0.5067827000748366,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
500,0.6277061378553666,2.6372683524097895,4.237475982112621,6.122142857142857,5.779553128605673,0.00045888416934758425,61.45816421508789,0,0,5600,0.492918899981305,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
550,0.6292773503905833,2.637400756000477,4.241187834001316,6.122142857142857,5.78439487507414,0.00017997337272390723,61.99955368041992,0,0,5600,0.5274354999419302,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
600,0.6317761357003716,2.644182323808501,4.243337742792994,6.122142857142857,5.774657041393605,7.7714619692415e-05,61.96999740600586,0,0,5600,0.5038138998206705,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
650,0.6310742719575333,2.6414411255882677,4.241538630867692,6.122142857142857,5.774009524611,7.797117723384872e-05,62.20029067993164,0,0,5600,0.5203684999141842,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
700,0.6260843263782657,2.645527263087789,4.2487269546181246,6.122142857142857,5.798253609054758,4.5786167902406305e-05,62.34397506713867,0,0,5600,0.5021667999681085,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
750,0.6271976230702423,2.650527305155611,4.243296532232883,6.122142857142857,5.805832554192033,3.0438010071520694e-05,62.41081237792969,0,0,5600,0.499959500040859,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
800,0.626088695108108,2.6474694413533166,4.242675488099447,6.122142857142857,5.7982225717711655,2.6460415028850548e-05,62.35777282714844,0,0,5600,0.5111614998895675,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
850,0.6372263638144365,2.6569150094017924,4.2810521597131395,6.122142857142857,5.760119105148583,2.144499921996612e-05,62.13483428955078,0,0,5600,0.5179787001106888,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
900,0.6443484971125603,2.6565484654834974,4.279714911915427,6.122142857142857,5.727307193759371,1.026146492222324e-05,61.730045318603516,0,0,5600,0.5298530000727624,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
950,0.6476196697949238,2.6584813779915435,4.285496706212238,6.122142857142857,5.711860096127688,6.465058049798245e-06,61.884803771972656,0,0,5600,0.5566579999867827,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
1000,0.6451139312736107,2.658138058978498,4.2755727010581,6.122142857142857,5.722849195748534,4.57034730061423e-06,61.61441421508789,0,0,5600,0.5393165000714362,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
1100,0.6502921461699598,2.671629748284137,4.301638875819805,6.122142857142857,5.725868736338787,3.0475434869003948e-06,61.52138137817383,0,0,5600,0.5292316998820752,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
1200,0.6584042578488395,2.676245651215017,4.2967343703567895,6.122142857142857,5.691994573393273,2.74716217063542e-06,61.21398162841797,0,0,5600,0.5444755998905748,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
1300,0.6642134929164548,2.675139431422736,4.300616592129254,6.122142857142857,5.667410985818292,1.6064756209743791e-06,61.014068603515625,0,0,5600,0.5441039998549968,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
1400,0.6849388297918897,2.686095345426115,4.321601329537708,6.122142857142857,5.61334653319661,1.2918036418341217e-06,60.99411392211914,0,0,5600,0.5655459000263363,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
1500,0.6973034747640421,2.6943449621102675,4.345108078325851,6.122142857142857,5.566843775158274,8.052822408899374e-07,60.046600341796875,0,0,5600,0.5805130999069661,3,smooth,coarse,2016-01-31,2016-02-01,2016-02-28
25,1.062353072281164,3.833803544448955,6.573470684604669,6.167857142857143,5.813747132569551,1.1252357959747314,26.260269165039062,0,0,5600,0.48158650007098913,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
50,0.8769120393557156,3.504005744957498,5.767017591386432,6.167857142857143,5.677730847799352,0.32365882396698,42.75556564331055,0,0,5600,0.47549049998633564,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
75,0.7344064969327977,3.452820906197386,5.51196863095446,6.167857142857143,5.867833962807698,0.29810580611228943,53.07665252685547,0,0,5600,0.4702080001588911,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
100,0.7078028240194016,3.4635979695671373,5.492410595543027,6.167857142857143,5.964531430905419,0.2877056300640106,56.348365783691406,0,0,5600,0.48551689996384084,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
110,0.7007189342590143,3.466072384619287,5.4898848520979495,6.167857142857143,6.005923099336879,0.2846897840499878,57.30498123168945,0,0,5600,0.49595819995738566,4,erratic,refined,2016-02-28,2016-02-29,2016-03-27
120,0.6986869412091361,3.468593511336616,5.486092511959547,6.167857142857143,6.024120974700366,0.3206932246685028,55.96446228027344,0,0,5600,0.4520998001098633,4,erratic,refined,2016-02-28,2016-02-29,2016-03-27
125,0.6934473973660021,3.4754556556578193,5.486165297727053,6.167857142857143,6.072262842985136,0.3164028525352478,56.0950813293457,0,0,5600,0.5110623999498785,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
130,0.6891681822043368,3.4768302650962557,5.486422206699638,6.167857142857143,6.0718674741046765,0.3158228099346161,56.638492584228516,0,0,5600,0.4750440998468548,4,erratic,refined,2016-02-28,2016-02-29,2016-03-27
140,0.6904378369698296,3.4949891817516514,5.5002460560516,6.167857142857143,6.150256017143173,0.29949426651000977,56.33157730102539,0,0,5600,0.4924393000546843,4,erratic,refined,2016-02-28,2016-02-29,2016-03-27
150,0.6842957138601682,3.496768900783999,5.492722726429298,6.167857142857143,6.19036710887083,0.3142951726913452,56.7901496887207,0,0,5600,0.4950996998231858,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
160,0.6867936898734625,3.5050472427265986,5.50093504804868,6.167857142857143,6.2266054302453995,0.30363982915878296,58.050601959228516,0,0,5600,0.481237499974668,4,erratic,refined,2016-02-28,2016-02-29,2016-03-27
170,0.6880797013722774,3.500220088160464,5.5040961035745095,6.167857142857143,6.209340325711029,0.30951759219169617,55.319393157958984,0,0,5600,0.4947428999003023,4,erratic,refined,2016-02-28,2016-02-29,2016-03-27
175,0.6863665708665734,3.5092724113166334,5.501895287758721,6.167857142857143,6.242896385320595,0.30785703659057617,57.07571792602539,0,0,5600,0.48712619999423623,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
180,0.686788650968247,3.5105204258167317,5.513967338656202,6.167857142857143,6.245877137178821,0.2991296052932739,62.504356384277344,0,0,5600,0.48390350001864135,4,erratic,refined,2016-02-28,2016-02-29,2016-03-27
190,0.6900976763097216,3.5191191584989427,5.518722552475181,6.167857142857143,6.270707374497183,0.3314134180545807,57.0405387878418,0,0,5600,0.4664328000508249,4,erratic,refined,2016-02-28,2016-02-29,2016-03-27
200,0.690744390637482,3.5226288004804935,5.535227630962782,6.167857142857143,6.281551892581795,0.33157962560653687,58.2491340637207,0,0,5600,0.47714800015091896,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
250,0.6924163576996145,3.546259938499757,5.53739298915455,6.167857142857143,6.396223453517471,0.3530963957309723,60.06741714477539,0,0,5600,0.49753860011696815,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
300,0.7032023193655166,3.564143549464643,5.5461437376281815,6.167857142857143,6.490347301635359,0.18185541033744812,60.98396682739258,0,0,5600,0.4753550000023097,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
350,0.7145317441386039,3.585239696264533,5.553621524778627,6.167857142857143,6.579033966028531,0.027450188994407654,61.86093521118164,0,0,5600,0.5120240999385715,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
400,0.7209440777470602,3.59272295705259,5.556550562260075,6.167857142857143,6.615817742564084,0.012789865024387836,60.24382781982422,0,0,5600,0.5103446000721306,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
450,0.7186300197698727,3.5903560424489633,5.562126592084947,6.167857142857143,6.619101769764509,0.008640304207801819,63.12737274169922,0,0,5600,0.5002532000653446,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
500,0.7322285095979613,3.6033695946232185,5.573917760525165,6.167857142857143,6.670950839149383,0.004781133495271206,62.73585891723633,0,0,5600,0.5216568000614643,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
550,0.7397167258098608,3.6082505536001244,5.581717165201365,6.167857142857143,6.684252363616501,0.004185083322227001,58.119537353515625,0,0,5600,0.4984888001345098,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
600,0.7408148191115933,3.607738438502711,5.579069284827498,6.167857142857143,6.706671129016696,0.002411023946478963,58.56697082519531,0,0,5600,0.4871002999134362,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
650,0.751299840142315,3.6252324632278343,5.5953445485924025,6.167857142857143,6.760832509317551,0.00146303023211658,61.120967864990234,0,0,5600,0.5062152999453247,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
700,0.7531035988893212,3.6258545175665597,5.594351022220428,6.167857142857143,6.785426861126762,0.0007841689512133598,62.33110427856445,0,0,5600,0.5000106999650598,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
750,0.7811972897093183,3.6434326318647696,5.637493923240267,6.167857142857143,6.781244524908543,0.0005586867919191718,65.5563735961914,0,0,5600,0.5014599999412894,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
800,0.7708127477244734,3.635839739400321,5.6265294669309025,6.167857142857143,6.749626888463499,0.0003903797478415072,57.13660430908203,0,0,5600,0.5123691000044346,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
850,0.7681079325186675,3.6311541177471165,5.63076022247389,6.167857142857143,6.728618522545096,0.0002844817063305527,66.5021743774414,0,0,5600,0.523330699885264,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
900,0.7736513778936712,3.637929230924752,5.638481327988207,6.167857142857143,6.747869693516145,0.0002696240262594074,56.442596435546875,0,0,5600,0.5337406999897212,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
950,0.770038899482206,3.6357250195691293,5.647888665017665,6.167857142857143,6.718255861002706,0.0002545019087847322,55.98976516723633,0,0,5600,0.5631542999763042,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
1000,0.769356468865037,3.635934326695112,5.6535662524502035,6.167857142857143,6.715301811826648,0.0001922129449667409,56.23680877685547,0,0,5600,0.5320360998157412,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
1100,0.764019075427582,3.638404657685972,5.666647036211376,6.167857142857143,6.675962004038481,0.000130528598674573,56.556583404541016,0,0,5600,0.5274923001416028,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
1200,0.768769475549636,3.6409229095591775,5.701850069563482,6.167857142857143,6.634419791037777,9.536070137983188e-05,57.519004821777344,0,0,5600,0.5293260000180453,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
1300,0.7658231658598802,3.645316482017884,5.709437528320863,6.167857142857143,6.624171606144472,9.294730989495292e-05,57.53371047973633,0,0,5600,0.5444709998555481,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
1400,0.7616013787337558,3.645550763120787,5.705999820450058,6.167857142857143,6.631095116918819,7.690083293709904e-05,59.04897689819336,0,0,5600,0.5385019001550972,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
1500,0.7720496853877306,3.6532060484613202,5.739913271524709,6.167857142857143,6.6117764193589705,5.880372555111535e-05,56.470890045166016,0,0,5600,0.5505212000571191,4,erratic,coarse,2016-02-28,2016-02-29,2016-03-27
25,1.8773469674775782,1.0548866457345762,3.6884816948922126,1.050892857142857,0.49617251336175416,0.08064340054988861,3.4232747554779053,0,0,5600,0.49583459994755685,4,intermittent,coarse,2016-02-28,2016-02-29,2016-03-27
50,1.8199710772368562,1.0016104975156486,3.653636797932935,1.050892857142857,0.5125673161387178,0.02185272052884102,6.713464736938477,0,0,5600,0.49384850007481873,4,intermittent,coarse,2016-02-28,2016-02-29,2016-03-27
75,1.6955007445663304,0.9765253744676842,3.628988376216066,1.050892857142857,0.5630841885956137,0.015908395871520042,8.261123657226562,0,0,5600,0.4848458000924438,4,intermittent,coarse,2016-02-28,2016-02-29,2016-03-27
100,1.6296883166353902,0.968693680430962,3.621928208013142,1.050892857142857,0.5907669746034246,0.011819128878414631,8.73162841796875,0,0,5600,0.4843570999801159,4,intermittent,coarse,2016-02-28,2016-02-29,2016-03-27
125,1.5709234666255487,0.9672076225016333,3.6193283382978847,1.050892857142857,0.6167224494206519,0.009164402261376381,8.925558090209961,0,0,5600,0.48182219988666475,4,intermittent,coarse,2016-02-28,2016-02-29,2016-03-27
150,1.5533021041005846,0.9677901454867762,3.6199922984447834,1.050892857142857,0.6264739666768583,0.006531900260597467,9.14958381652832,0,0,5600,0.4885822001378983,4,intermittent,coarse,2016-02-28,2016-02-29,2016-03-27
175,1.538869305445429,0.9678225784105182,3.618708418537029,1.050892857142857,0.6328238916506858,0.005371337290853262,9.365188598632812,0,0,5600,0.49866880010813475,4,intermittent,coarse,2016-02-28,2016-02-29,2016-03-27
200,1.5221591101119076,0.9673193843557549,3.6170500724841226,1.050892857142857,0.6401629396762915,0.0036081403959542513,9.211074829101562,0,0,5600,0.5067196998279542,4,intermittent,coarse,2016-02-28,2016-02-29,2016-03-27
