fold,demand_type,ablation_name,removed_feature_group,removed_features,removed_feature_count,retained_feature_count,training_rows,selected_rounds,train_end,test_start,test_end,full_xgb_wrmsse,ablation_wrmsse,delta_wrmsse,wrmsse_change_percentage,full_xgb_mae,ablation_mae,delta_mae,mae_change_percentage,full_xgb_rmse,ablation_rmse,delta_rmse,rmse_change_percentage,feature_group_useful_wrmsse,feature_group_harmful_wrmsse,hierarchy_levels_worsened,prediction_rows,series_count,horizon_count,training_seconds,prediction_seconds
3,erratic,without_rolling,rolling,"rolling_mean_7, rolling_std_7, rolling_mean_28, rolling_std_28",4,14,360200,440,2016-02-28,2016-02-29,2016-03-27,0.7195213314918285,0.7132530185536577,-0.006268312938170761,-0.8711781935879894,3.59520346833842,3.6876160578961885,0.09241258955776832,2.570441155044787,5.562652483634007,5.779280766026917,0.21662828239291,3.8943342772221787,False,True,8,5600,200,28,4.776129100006074,0.22732309997081757
3,intermittent,without_calendar,calendar,"is_weekend, weekday, month, year",4,14,360200,850,2016-02-28,2016-02-29,2016-03-27,1.4719849620735102,1.573331746603213,0.10134678452970292,6.885042112586589,0.985054651912547,0.9918757751684867,0.006821123255939643,0.6924614022882886,3.6384348279935055,3.652715229203552,0.014280401210046367,0.39248748116017806,True,False,12,5600,200,28,7.8635863999370486,0.23931479989551008
3,intermittent,without_event_snap,event_snap,"event_flag, event_type_encoded, snap_flag",3,15,360200,850,2016-02-28,2016-02-29,2016-03-27,1.4719849620735102,1.4742137741997634,0.0022288121262532545,0.15141541412988627,0.985054651912547,0.9900865844379613,0.005031932525414229,0.5108277510942574,3.6384348279935055,3.6370889900443517,-0.001345837949153772,-0.03698947522157388,True,False,9,5600,200,28,8.099204699974507,0.24546119989827275
3,intermittent,without_lag,lag,"lag_7, lag_14, lag_28, lag_56",4,14,360200,850,2016-02-28,2016-02-29,2016-03-27,1.4719849620735102,1.4027818514496677,-0.06920311062384243,-4.701346304948628,0.985054651912547,0.9979202925062327,0.012865640593685668,1.3060839384602874,3.6384348279935055,3.6494448319491153,0.011010003955609804,0.3026027529997428,False,True,4,5600,200,28,8.844562400132418,0.2585601999890059
3,intermittent,without_price,price,"sell_price, price_change, price_vs_28d_avg",3,15,360200,850,2016-02-28,2016-02-29,2016-03-27,1.4719849620735102,1.5991521133325013,0.12716715125899114,8.639161033266078,0.985054651912547,0.9927553867174986,0.007700734804951592,0.7817571126637612,3.6384348279935055,3.6615108602045017,0.02307603221099619,0.634229642742343,True,False,12,5600,200,28,8.949823400005698,0.27187810000032187
3,intermittent,without_rolling,rolling,"rolling_mean_7, rolling_std_7, rolling_mean_28, rolling_std_28",4,14,360200,850,2016-02-28,2016-02-29,2016-03-27,1.4719849620735102,1.496742906321419,0.024757944247908892,1.6819427430178118,0.985054651912547,1.0049728289232422,0.019918177010695204,2.0220377592271435,3.6384348279935055,3.6277714216957095,-0.010663406297795941,-0.29307674321258925,True,False,12,5600,200,28,9.310346000129357,0.28262059995904565
3,lumpy,without_calendar,calendar,"is_weekend, weekday, month, year",4,14,360200,390,2016-02-28,2016-02-29,2016-03-27,0.9095788029337192,1.069363067793945,0.1597842648602258,17.56684130554318,1.387373863011765,1.3690507008618027,-0.018323162149962213,-1.3207083280483303,2.334650063047163,2.367857579169215,0.033207516122052194,1.422376597146643,True,False,12,5600,200,28,4.186107499990612,0.27331540011800826
3,lumpy,without_event_snap,event_snap,"event_flag, event_type_encoded, snap_flag",3,15,360200,390,2016-02-28,2016-02-29,2016-03-27,0.9095788029337192,1.05148481961056,0.14190601667684077,15.601288884387232,1.387373863011765,1.40003455371097,0.012660690699205057,0.9125651734364334,2.334650063047163,2.415356553953605,0.08070649090644189,3.4568988382397894,True,False,12,5600,200,28,4.414418699918315,0.25317260017618537
3,lumpy,without_lag,lag,"lag_7, lag_14, lag_28, lag_56",4,14,360200,390,2016-02-28,2016-02-29,2016-03-27,0.9095788029337192,0.9302706667182747,0.020691863784555564,2.274884124148106,1.387373863011765,1.394813046811448,0.007439183799683002,0.5362061372219983,2.334650063047163,2.3646127056305843,0.029962642583421406,1.283389020807446,True,False,9,5600,200,28,5.227212799945846,0.314499800093472
3,lumpy,without_price,price,"sell_price, price_change, price_vs_28d_avg",3,15,360200,390,2016-02-28,2016-02-29,2016-03-27,0.9095788029337192,1.037551319353519,0.1279725164197999,14.069425981239059,1.387373863011765,1.356110464950824,-0.03126339806094092,-2.2534227358927694,2.334650063047163,2.3569142937803353,0.022264230733172408,0.9536431641542606,True,False,12,5600,200,28,4.085175500018522,0.25467749987728894
